iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840001106262207,10.839249610900879,9.900990099009901e-06,26.08446717262268,,
100,5.730511665344238,5.89283561706543,0.001,57.39006948471069,119.62437629699707,17120.256451037487
200,4.9921393394470215,5.369210243225098,0.0009728616793536588,86.30249547958374,117.42901802062988,17440.322967192045
300,4.665876865386963,5.20384407043457,0.00089471999940354,115.12727689743042,117.66552925109863,17405.26739678841
400,4.456282138824463,5.096761226654053,0.0007750000000000001,144.0346360206604,118.51358413696289,17280.71946278481
500,4.308624744415283,4.982253074645996,0.0006281416799501188,173.2937695980072,117.8278923034668,17381.28349716515
600,4.150069713592529,4.897767543792725,0.00047185832004988137,202.39927673339844,120.22256851196289,17035.07107982152
700,4.058838844299316,4.844467639923096,0.0003250000000000001,231.35037994384766,121.60587310791016,16841.291852595423
800,3.9372384548187256,4.76297664642334,0.00020528000059645996,260.24761152267456,118.73698234558105,17248.206578463873
900,3.9355950355529785,4.798715591430664,0.00012713832064634127,289.1767203807831,119.13919448852539,17189.976890411563
1000,3.8732056617736816,4.8008809089660645,0.0001,318.2163074016571,118.57962608337402,17271.09510836237
