iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.828756332397461,10.822778701782227,9.900990099009901e-06,12.719521284103394,,
100,6.314063549041748,6.392269134521484,0.001,25.432822942733765,45.957088470458984,22281.655215347742
200,5.685650825500488,5.8677287101745605,0.0009728616793536588,36.60528874397278,44.7392463684082,22888.181699973356
300,5.2967143058776855,5.497623920440674,0.00089471999940354,47.4818115234375,42.01865196228027,24370.129744267728
400,5.0593671798706055,5.3936262130737305,0.0007750000000000001,58.24382781982422,41.785478591918945,24506.12113362357
500,4.923898696899414,5.328908920288086,0.0006281416799501188,69.05557751655579,42.053937911987305,24349.681643204996
600,4.816284656524658,5.262063026428223,0.00047185832004988137,79.70964193344116,41.234493255615234,24833.577889563458
700,4.74429178237915,5.215139865875244,0.0003250000000000001,91.45550012588501,47.11794853210449,21732.6949050484
800,4.669704914093018,5.171885967254639,0.00020528000059645996,102.30561184883118,47.43361473083496,21588.065885569813
900,4.660032749176025,5.149296760559082,0.00012713832064634127,115.95500802993774,41.227102279663086,24838.02992152395
1000,4.607836723327637,5.144169807434082,0.0001,126.80173110961914,41.67437553405762,24571.453966074543
