iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840001106262207,10.839249610900879,9.900990099009901e-06,25.734978199005127,,
100,5.730511665344238,5.89283561706543,0.001,56.26253533363342,117.6750659942627,17403.856821290003
200,4.990941524505615,5.3689985275268555,0.000993862586531225,85.03022646903992,117.65289306640625,17407.13676155891
300,4.66235876083374,5.203824520111084,0.0009756177587652855,113.85228610038757,116.93334579467773,17514.25126923218
400,4.451854705810547,5.102051258087158,0.0009457631880429201,143.3999674320221,118.12949180603027,17336.90688657863
500,4.286409378051758,4.9803667068481445,0.0009051132292283772,172.51062440872192,124.8934268951416,16397.98066970703
600,4.133276462554932,4.9233784675598145,0.0008547767072315835,201.44043231010437,114.3033504486084,17917.23507633134
700,4.030431747436523,4.8815598487854,0.0007961266711550922,230.25246167182922,116.4398193359375,17588.48486436902
800,3.8851146697998047,4.788851737976074,0.0007307629410938364,259.09994864463806,118.35980415344238,17303.17158471266
900,3.816004991531372,4.815290451049805,0.0006604684692133597,288.3577733039856,119.88973617553711,17082.36305567819
1000,3.7140588760375977,4.814445972442627,0.0005871607054625496,317.76340508461,118.21866035461426,17323.830213070618
1100,3.686110734939575,4.799945831298828,0.0005128392945374505,346.70582842826843,114.52531814575195,17882.508716488257
1200,3.6256039142608643,4.765070915222168,0.0004395315307866404,375.6549663543701,119.31848526000977,17164.146825507836
1300,3.5392966270446777,4.745008945465088,0.0003692370589061638,404.6688723564148,117.96092987060547,17361.680704335806
1400,3.511603355407715,4.696942329406738,0.000303873328844908,433.5491669178009,118.87717247009277,17227.86601872818
1500,3.4535348415374756,4.719821453094482,0.0002452232927684166,462.94303941726685,121.00362777709961,16925.11239227153
1600,3.405071496963501,4.7190022468566895,0.00019488677077162295,491.9588842391968,121.07348442077637,16915.34698780471
1700,3.385023593902588,4.737008571624756,0.00015423681195707997,520.9442541599274,120.2540397644043,17030.612892609173
1800,3.3539211750030518,4.714901924133301,0.00012438224123471442,549.7080373764038,119.06170845031738,17201.164225310935
1900,3.3158118724823,4.728306770324707,0.00010613741346877496,578.7061104774475,119.06719207763672,17200.372027456728
2000,3.3130195140838623,4.733506679534912,0.0001,607.9564900398254,123.31128120422363,16608.375000241685
