iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.828097343444824,10.82352066040039,9.900990099009901e-06,18.070963621139526,,
100,6.251560211181641,6.366340160369873,0.001,37.547953844070435,67.19279289245605,30479.459356271756
200,5.442996978759766,5.701991081237793,0.000993862586531225,54.79606628417969,68.78852844238281,29772.40604464162
300,5.026934623718262,5.3364739418029785,0.0009756177587652855,72.09788370132446,65.41776657104492,31306.479987754297
400,4.780779838562012,5.233879566192627,0.0009457631880429201,89.61189389228821,68.39704513549805,29942.81399061622
500,4.631801605224609,5.118037700653076,0.0009051132292283772,107.15469193458557,67.11697578430176,30513.889758409146
600,4.508831024169922,5.097031116485596,0.0008547767072315835,124.38751292228699,68.57967376708984,29863.075857657383
700,4.389028549194336,4.996328353881836,0.0007961266711550922,142.43729329109192,64.27550315856934,31862.83886331517
800,4.2739410400390625,4.955225944519043,0.0007307629410938364,159.9806935787201,66.8785572052002,30622.670188835295
900,4.175832748413086,4.897429943084717,0.0006604684692133597,177.1051483154297,65.46878814697266,31282.08201139128
1000,4.083227634429932,4.871417045593262,0.0005871607054625496,194.43414449691772,71.02203369140625,28836.121602750027
1100,4.036492824554443,4.86220645904541,0.0005128392945374505,211.6573874950409,66.45703315734863,30816.903835460158
1200,4.009566783905029,4.844666481018066,0.0004395315307866404,228.64006876945496,72.90863990783691,28089.949319982603
1300,3.9587464332580566,4.822157382965088,0.0003692370589061638,245.73582291603088,70.1904296875,29177.76695652174
1400,3.9271399974823,4.787321090698242,0.000303873328844908,262.80679750442505,65.09828567504883,31460.121856710688
1500,3.8957152366638184,4.786419868469238,0.0002452232927684166,279.5536286830902,67.9159164428711,30154.934325633643
1600,3.851890802383423,4.795065402984619,0.00019488677077162295,297.4366919994354,67.24882125854492,30454.065389878822
1700,3.8362374305725098,4.752473831176758,0.00015423681195707997,314.26691150665283,69.35882568359375,29527.60488395116
1800,3.8246982097625732,4.810564041137695,0.00012438224123471442,331.2627854347229,67.94404983520508,30142.448160910666
1900,3.8046483993530273,4.80380392074585,0.00010613741346877496,348.09869027137756,68.57919692993164,29863.283498237393
2000,3.80767822265625,4.791022777557373,0.0001,364.97574400901794,66.27440452575684,30901.824235992444
