iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840346336364746,10.840721130371094,9.900990099009901e-06,16.236756086349487,,
100,5.853451728820801,6.005372524261475,0.001,34.001081466674805,61.608076095581055,16621.197493837146
200,5.226573944091797,5.490049839019775,0.000993862586531225,49.70014023780823,60.599327087402344,16897.877405851155
300,4.8917622566223145,5.3306193351745605,0.0009756177587652855,65.09009861946106,60.81366539001465,16838.320687181214
400,4.744165897369385,5.219903945922852,0.0009457631880429201,82.33357191085815,60.64867973327637,16884.12681864462
500,4.578624725341797,5.126885414123535,0.0009051132292283772,101.27477669715881,61.8746280670166,16549.594429737863
600,4.433071136474609,5.116302967071533,0.0008547767072315835,117.65500807762146,64.37253952026367,15907.404114104549
700,4.31639289855957,5.026393890380859,0.0007961266711550922,132.89217829704285,63.81487846374512,16046.414639522676
800,4.226482391357422,4.968236923217773,0.0007307629410938364,150.53269338607788,60.76407432556152,16852.062857299803
900,4.13839864730835,4.987947463989258,0.0006604684692133597,167.03279423713684,61.415910720825195,16673.203864951844
1000,4.076801776885986,4.885375022888184,0.0005871607054625496,182.24654603004456,61.324357986450195,16698.095726110267
1100,3.9708359241485596,4.881664752960205,0.0005128392945374505,197.25275111198425,60.91475486755371,16810.37709544218
1200,3.9221580028533936,4.801205158233643,0.0004395315307866404,212.67623734474182,61.14935874938965,16745.882883199014
1300,3.8896520137786865,4.815921306610107,0.0003692370589061638,228.85390901565552,61.150312423706055,16745.621721517604
1400,3.821601152420044,4.778241157531738,0.000303873328844908,243.74846363067627,60.9281063079834,16806.69336453389
1500,3.772580623626709,4.727578163146973,0.0002452232927684166,259.90522718429565,60.39762496948242,16954.30905631479
1600,3.7126758098602295,4.794534206390381,0.00019488677077162295,278.31181383132935,61.274051666259766,16711.804950934235
1700,3.714865207672119,4.70376443862915,0.00015423681195707997,294.3374798297882,62.18099594116211,16468.054017162183
1800,3.6931533813476562,4.753831386566162,0.00012438224123471442,310.5751612186432,85.0074291229248,12046.005985185684
1900,3.659794330596924,4.740273952484131,0.00010613741346877496,326.10705041885376,62.40677833557129,16408.474004118387
2000,3.608809232711792,4.681939125061035,0.0001,341.7218315601349,60.65487861633301,16882.401273559874
