iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840465545654297,10.839864730834961,9.900990099009901e-06,25.51850175857544,,
100,5.6504621505737305,5.8209381103515625,0.001,56.77468228340149,116.2879467010498,17611.455512796594
200,4.904636859893799,5.332209587097168,0.0009728616793536588,84.59699988365173,114.58635330200195,17872.98348348973
300,4.5829691886901855,5.165590286254883,0.00089471999940354,113.07380080223083,115.25583267211914,17769.165798542876
400,4.364075183868408,5.0465617179870605,0.0007750000000000001,141.774555683136,126.50299072265625,16189.340570532537
500,4.189259052276611,4.916411876678467,0.0006281416799501188,170.39253759384155,126.20043754577637,16228.152927418609
600,4.038761138916016,4.849874496459961,0.00047185832004988137,198.91543054580688,123.46816062927246,16587.272294023707
700,3.9403128623962402,4.793010711669922,0.0003250000000000001,227.27568197250366,121.33026123046875,16879.54826133434
800,3.812434196472168,4.715205192565918,0.00020528000059645996,255.72298288345337,123.07929992675781,16639.678656108106
900,3.8104758262634277,4.750483989715576,0.00012713832064634127,284.0501585006714,119.2014217376709,17181.003130206595
1000,3.7436163425445557,4.763350009918213,0.0001,312.38969802856445,117.55990982055664,17420.904823132867
