iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840465545654297,10.839864730834961,9.900990099009901e-06,25.732670783996582,,
100,5.739384651184082,5.893812656402588,0.001,56.53385066986084,117.61236190795898,17413.135547798305
200,5.001924991607666,5.374713897705078,0.0009728616793536588,84.44141626358032,115.74816703796387,17693.584722843025
300,4.685114860534668,5.228618621826172,0.00089471999940354,112.54815864562988,115.37575721740723,17750.696068159887
400,4.4770827293396,5.123712539672852,0.0007750000000000001,140.8624725341797,114.26663398742676,17922.99229034217
500,4.326620101928711,5.012621879577637,0.0006281416799501188,169.00282382965088,112.52927780151367,18199.70802276358
600,4.168979167938232,4.932007312774658,0.00047185832004988137,197.13469433784485,116.73212051391602,17544.442703376157
700,4.078521251678467,4.87162971496582,0.0003250000000000001,225.30135250091553,112.8990650177002,18140.097082991048
800,3.955364465713501,4.782157897949219,0.00020528000059645996,253.42139887809753,112.39337921142578,18221.713897821865
900,3.9533350467681885,4.817792892456055,0.00012713832064634127,281.6599130630493,113.07287216186523,18112.213485373064
1000,3.891200542449951,4.817349433898926,0.0001,310.224228143692,115.55075645446777,17723.81300512736
