iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.828097343444824,10.82352066040039,9.900990099009901e-06,17.242393255233765,,
100,6.168125152587891,6.278541088104248,0.001,36.08426356315613,66.43271446228027,30828.184826962486
200,5.318599700927734,5.593662738800049,0.0009728616793536588,53.30474400520325,68.30358505249023,29983.784869068644
300,4.9332170486450195,5.289057731628418,0.00089471999940354,70.88560271263123,65.63782691955566,31201.52046639182
400,4.699475288391113,5.196276664733887,0.0007750000000000001,88.22630167007446,69.05698776245117,29656.665695366068
500,4.547314167022705,5.058270454406738,0.0006281416799501188,105.87301206588745,66.27893447875977,30899.712195227235
600,4.429135799407959,5.023684024810791,0.00047185832004988137,122.97020077705383,67.51418113708496,30334.367765516025
700,4.329370021820068,4.933044910430908,0.0003250000000000001,139.95244646072388,72.54290580749512,28231.568300210012
800,4.255672931671143,4.914364337921143,0.00020528000059645996,157.01885986328125,66.67971611022949,30713.9879932064
900,4.202310562133789,4.87796688079834,0.00012713832064634127,174.45688247680664,64.17226791381836,31914.09726628969
1000,4.1630120277404785,4.870792388916016,0.0001,191.26590394973755,68.62401962280273,29843.77789667512
