iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840346336364746,10.840721130371094,9.900990099009901e-06,16.110621213912964,,
100,5.944400787353516,6.077275276184082,0.001,34.00452709197998,60.89329719543457,16816.3007615356
200,5.294496536254883,5.5362677574157715,0.000993862586531225,49.25653100013733,59.8444938659668,17111.014461805695
300,4.963457107543945,5.386659145355225,0.0009756177587652855,64.31685042381287,64.67270851135254,15833.57220643154
400,4.81468391418457,5.288236141204834,0.0009457631880429201,79.32170176506042,62.01004981994629,16513.452302865557
500,4.6540303230285645,5.192969799041748,0.0009051132292283772,94.32941317558289,62.20078468322754,16462.814821629123
600,4.529749870300293,5.196567535400391,0.0008547767072315835,109.29100632667542,60.930490493774414,16806.03572532585
700,4.416507720947266,5.105119705200195,0.0007961266711550922,124.53547239303589,61.044931411743164,16774.52945426709
800,4.335936069488525,5.048229217529297,0.0007307629410938364,140.3844587802887,60.41860580444336,16948.421539457173
900,4.266716480255127,5.0731964111328125,0.0006604684692133597,155.461097240448,60.64796447753906,16884.325942698997
1000,4.2020344734191895,4.9639892578125,0.0005871607054625496,170.52600049972534,65.97256660461426,15521.603186018525
1100,4.075123310089111,4.911172389984131,0.0005128392945374505,185.67082381248474,61.63835525512695,16613.032514601786
1200,4.042370796203613,4.8556599617004395,0.0004395315307866404,200.61308479309082,60.61267852783203,16894.155230737764
1300,4.002669811248779,4.854928970336914,0.0003692370589061638,215.56551265716553,64.47076797485352,15883.167397655412
1400,3.940218925476074,4.824604034423828,0.000303873328844908,230.75403428077698,61.069488525390625,16767.784121431694
1500,3.899820327758789,4.770020008087158,0.0002452232927684166,246.03663611412048,60.44816970825195,16940.132429852725
1600,3.8359270095825195,4.824026107788086,0.00019488677077162295,261.1850416660309,60.96148490905762,16797.491096675283
1700,3.84483003616333,4.739262580871582,0.00015423681195707997,276.2511713504791,61.09309196472168,16761.305854208702
1800,3.830325126647949,4.780258655548096,0.00012438224123471442,291.3207595348358,61.77330017089844,16576.74103807083
1900,3.796027421951294,4.771430492401123,0.00010613741346877496,306.3822774887085,65.39702415466309,15658.204837857053
2000,3.748389959335327,4.717854022979736,0.0001,321.3071665763855,59.88168716430664,17100.38658714296
