iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.828756332397461,10.822778701782227,9.900990099009901e-06,19.775230407714844,,
100,6.2668375968933105,6.349921703338623,0.001,34.49124026298523,41.719675064086914,24544.774100637198
200,5.570024013519287,5.762392520904541,0.0009728616793536588,45.286855936050415,43.33996772766113,23627.151880559573
300,5.191863536834717,5.411275863647461,0.00089471999940354,56.413506269454956,42.267799377441406,24226.480088445656
400,4.961574077606201,5.327199935913086,0.0007750000000000001,67.49497652053833,42.08993911743164,24328.85438829034
500,4.831550121307373,5.281918525695801,0.0006281416799501188,78.61255311965942,42.92106628417969,23857.748389103675
600,4.711929798126221,5.196287155151367,0.00047185832004988137,90.73018217086792,63.30275535583496,16176.231101536283
700,4.6231303215026855,5.120845794677734,0.0003250000000000001,101.49560070037842,41.79573059082031,24500.110071646966
800,4.547184944152832,5.079558372497559,0.00020528000059645996,114.11974000930786,41.17274284362793,24870.823007568433
900,4.533586025238037,5.051910400390625,0.00012713832064634127,124.75775408744812,40.83824157714844,25074.537013684556
1000,4.471514701843262,5.034800052642822,0.0001,135.26249027252197,43.03336143493652,23795.491819717998
