iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.840465545654297,10.839864730834961,9.900990099009901e-06,26.126221895217896,,
100,5.6504621505737305,5.8209381103515625,0.001,56.00559139251709,115.7078742980957,17699.746127249575
200,4.904568195343018,5.333265781402588,0.000993862586531225,84.04351782798767,112.04242706298828,18278.790041281867
300,4.5827131271362305,5.17048454284668,0.0009756177587652855,112.63580179214478,122.01142311096191,16785.313602460563
400,4.366638660430908,5.061716556549072,0.0009457631880429201,141.0701723098755,119.2927360534668,17167.851687818526
500,4.183238506317139,4.923303604125977,0.0009051132292283772,169.43470525741577,127.39753723144531,16075.663976764032
600,4.030435085296631,4.879402160644531,0.0008547767072315835,197.6753225326538,115.58341979980469,17718.804336705227
700,3.9185431003570557,4.835925102233887,0.0007961266711550922,225.8941159248352,116.34993553161621,17602.072494861754
800,3.762979745864868,4.763685703277588,0.0007307629410938364,254.12395477294922,112.45298385620117,18212.055650020564
900,3.69100284576416,4.781826972961426,0.0006604684692133597,282.3624629974365,114.45140838623047,17894.05677812867
1000,3.5769567489624023,4.803532600402832,0.0005871607054625496,310.9255678653717,115.92245101928711,17666.983246060376
1100,3.5352749824523926,4.774640083312988,0.0005128392945374505,339.5735583305359,115.84877967834473,17678.218153754333
1200,3.457266330718994,4.737324237823486,0.0004395315307866404,367.8776259422302,121.82283401489258,16811.298280498355
1300,3.368830919265747,4.765600681304932,0.0003692370589061638,396.29251050949097,120.7728385925293,16957.45520157613
1400,3.327205181121826,4.739929676055908,0.000303873328844908,424.57063341140747,113.31367492675781,18073.72324058644
1500,3.256220817565918,4.761580944061279,0.0002452232927684166,452.76336431503296,112.63918876647949,18181.949128254626
1600,3.191028356552124,4.755045413970947,0.00019488677077162295,481.0217881202698,113.19518089294434,18092.643024590594
1700,3.1673238277435303,4.771637439727783,0.00015423681195707997,509.5283715724945,114.55130577087402,17878.451810024915
1800,3.1263294219970703,4.764797210693359,0.00012438224123471442,538.1908283233643,116.5471076965332,17572.293645695674
1900,3.0847551822662354,4.785289764404297,0.00010613741346877496,566.6975889205933,121.38175964355469,16872.386806832288
2000,3.075540781021118,4.7922587394714355,0.0001,595.1458728313446,122.35665321350098,16737.953729630302
