iter,train_loss,val_loss,lr,elapsed_s,iter_ms,throughput_tok_s
0,10.828097343444824,10.82352066040039,9.900990099009901e-06,17.049328804016113,,
100,6.251560211181641,6.366340160369873,0.001,36.25576877593994,64.6047592163086,31700.450939580474
200,5.4456000328063965,5.703624248504639,0.0009728616793536588,53.36889696121216,68.6192512512207,29845.85174941802
300,5.037018299102783,5.340491771697998,0.00089471999940354,70.17975091934204,72.15428352355957,28383.623258226853
400,4.801329135894775,5.239191055297852,0.0007750000000000001,87.06104135513306,67.43288040161133,30370.94052341656
500,4.6616082191467285,5.1239914894104,0.0006281416799501188,104.44116544723511,66.50662422180176,30793.925025721546
600,4.564098358154297,5.110553741455078,0.00047185832004988137,122.29474067687988,68.67408752441406,29822.019830579087
700,4.478858470916748,5.03413200378418,0.0003250000000000001,139.30651783943176,73.25458526611328,27957.294312160702
800,4.40574312210083,5.0112810134887695,0.00020528000059645996,156.69021677970886,64.44764137268066,31777.733930665563
900,4.350931644439697,4.968812465667725,0.00012713832064634127,174.5779631137848,67.3515796661377,30407.601575968252
1000,4.309383392333984,4.956562519073486,0.0001,191.78263115882874,71.18868827819824,28768.61548560386
